,date,price
998,2022-03-19,42235.02
999,2022-03-20,41243.16
1000,2022-03-21,41043.9
1001,2022-03-22,42380.11
1002,2022-03-23,42904.1
1003,2022-03-24,44006.77
1004,2022-03-25,44331.36
1005,2022-03-26,44542.31
1006,2022-03-27,46842.14
1007,2022-03-28,47128.71
1008,2022-03-29,47445.3
1009,2022-03-30,47056.41
1010,2022-03-31,45522.65
1011,2022-04-01,46299.75
1012,2022-04-02,45822.28
1013,2022-04-03,46414.26
1014,2022-04-04,46609.36
1015,2022-04-05,45501.58
1016,2022-04-06,43177.78
1017,2022-04-07,43466.21
1018,2022-04-08,42273.38
1019,2022-04-09,42768.61
1020,2022-04-10,42153.77
1021,2022-04-11,39536.71
1022,2022-04-12,40086.66
1023,2022-04-13,41150.33
1024,2022-04-14,39951.63
1025,2022-04-15,40563.69
1026,2022-04-16,40392.55
1027,2022-04-17,39688.16
1028,2022-04-18,40811.03
1029,2022-04-19,41504.44
1030,2022-04-20,41375.35
1031,2022-04-21,40490.97
1032,2022-04-22,39716.04
1033,2022-04-23,39445.97
1034,2022-04-24,39466.26
1035,2022-04-25,40437.52
1036,2022-04-26,38117.39
1037,2022-04-27,39252.04
1038,2022-04-28,39749.75
1039,2022-04-29,38594.22
1040,2022-04-30,37650.13
1041,2022-05-01,38480.53
1042,2022-05-02,38513.01
1043,2022-05-03,37725.38
1044,2022-05-04,39680.21
1045,2022-05-05,36546.86
1046,2022-05-06,36009.89
1047,2022-05-07,35469.21
1048,2022-05-08,34033.77
1049,2022-05-09,30076.9
1050,2022-05-10,31013.12
1051,2022-05-11,29017.21
1052,2022-05-12,28915.72
1053,2022-05-13,29244.83
1054,2022-05-14,30050.31
1055,2022-05-15,31296.11
1056,2022-05-16,29838.5
1057,2022-05-17,30415.91
1058,2022-05-18,28667.29
1059,2022-05-19,30282.48
1060,2022-05-20,29166.15
1061,2022-05-21,29410.72
1062,2022-05-22,30264.29
1063,2022-05-23,29075.68
1064,2022-05-24,29630.05
1065,2022-05-25,29508.27
1066,2022-05-26,29188.71
1067,2022-05-27,28597.33
1068,2022-05-28,29013.53
1069,2022-05-29,29452.23
1070,2022-05-30,31716.41
1071,2022-05-31,31782.16
1072,2022-06-01,29789.58
1073,2022-06-02,30439.63
1074,2022-06-03,29680.3
1075,2022-06-04,29845.48
1076,2022-06-05,29897.9
1077,2022-06-06,31353.78
1078,2022-06-07,31111.75
1079,2022-06-08,30189.27
1080,2022-06-09,30082.94
1081,2022-06-10,29067.38
1082,2022-06-11,28389.49
1083,2022-06-12,26587.35
1084,2022-06-13,22471.59
1085,2022-06-14,22118.37
1086,2022-06-15,22566.73
1087,2022-06-16,20372.85
1088,2022-06-17,20432.26
1089,2022-06-18,18954.25
1090,2022-06-19,20553.48
1091,2022-06-20,20550.91
1092,2022-06-21,20699.21
1093,2022-06-22,19956.16
1094,2022-06-23,21098.41
1095,2022-06-24,21219.46
1096,2022-06-25,21474.19
1097,2022-06-26,21031.85
1098,2022-06-27,20718.16
1099,2022-06-28,20251.96
1100,2022-06-29,20094.16
1101,2022-06-30,19908.49
1102,2022-07-01,19249.33
1103,2022-07-02,19225.66
1104,2022-07-03,19294.21
1105,2022-07-04,20212.81
1106,2022-07-05,20158.69
1107,2022-07-06,20545.04
1108,2022-07-07,21611.8
1109,2022-07-08,21592.65
1110,2022-07-09,21582.17
1111,2022-07-10,20846.53
1112,2022-07-11,19944.25
1113,2022-07-12,19309.71
1114,2022-07-13,20230.81
1115,2022-07-14,20577.38
1116,2022-07-15,20827.27
1117,2022-07-16,21199.01
1118,2022-07-17,20792.81
1119,2022-07-18,22447.39
1120,2022-07-19,23399.91
1121,2022-07-20,23222.77
1122,2022-07-21,23153.54
1123,2022-07-22,22686.32
1124,2022-07-23,22452.14
1125,2022-07-24,22585.4
1126,2022-07-25,21305.59
1127,2022-07-26,21258.08
1128,2022-07-27,22960.19
1129,2022-07-28,23855.65
1130,2022-07-29,23769.15
1131,2022-07-30,23646.03
1132,2022-07-31,23308.14
1133,2022-08-01,23271.57
1134,2022-08-02,22991.49
1135,2022-08-03,22825.25
1136,2022-08-04,22622.99
1137,2022-08-05,23319.22
1138,2022-08-06,22956.4
1139,2022-08-07,23179.86
1140,2022-08-08,23817.72
1141,2022-08-09,23156.66
1142,2022-08-10,23959.67
1143,2022-08-11,23943.36
1144,2022-08-12,24412.17
1145,2022-08-13,24449.86
1146,2022-08-14,24313.71
1147,2022-08-15,24101.69
1148,2022-08-16,23858.64
1149,2022-08-17,23338.03
1150,2022-08-18,23201.51
1151,2022-08-19,20833.43
1152,2022-08-20,21142.06
1153,2022-08-21,21514.79
1154,2022-08-22,21399.66
1155,2022-08-23,21520.62
1156,2022-08-24,21369.05
1157,2022-08-25,21565.47
1158,2022-08-26,20247.99
1159,2022-08-27,20038.42
1160,2022-08-28,19554.08
1161,2022-08-29,20292.37
1162,2022-08-30,19813.51
1163,2022-08-31,20050.28
1164,2022-09-01,20129.93
1165,2022-09-02,19957.44
1166,2022-09-03,19834.79
1167,2022-09-04,20003.46
1168,2022-09-05,19793.29
1169,2022-09-06,18791.95
1170,2022-09-07,19287.52
1171,2022-09-08,19321.77
1172,2022-09-09,21369.73
1173,2022-09-10,21655.13
1174,2022-09-11,21836.45
1175,2022-09-12,22400.52
1176,2022-09-13,20173.77
1177,2022-09-14,20233.68
1178,2022-09-15,19700.15
1179,2022-09-16,19804.02
1180,2022-09-17,20118.35
1181,2022-09-18,19417.72
1182,2022-09-19,19541.28
1183,2022-09-20,18879.95
1184,2022-09-21,18468.05
1185,2022-09-22,19405.96
1186,2022-09-23,19291.13
1187,2022-09-24,18924.39
1188,2022-09-25,18809.94
1189,2022-09-26,19230.96
1190,2022-09-27,19081.4
1191,2022-09-28,19412.67
1192,2022-09-29,19593.46
1193,2022-09-30,19425.63
1194,2022-10-01,19313.96
1195,2022-10-02,19058.15
1196,2022-10-03,19632.35
1197,2022-10-04,20344.58
1198,2022-10-05,20160.74
1199,2022-10-06,19965.12
1200,2022-10-07,19532.81
1201,2022-10-08,19419.32
1202,2022-10-09,19442.41
1203,2022-10-10,19131.36
1204,2022-10-11,19058.29
1205,2022-10-12,19154.85
1206,2022-10-13,19378.91
1207,2022-10-14,19182.01
1208,2022-10-15,19069.72
1209,2022-10-16,19264.26
1210,2022-10-17,19550.49
1211,2022-10-18,19330.29
1212,2022-10-19,19123.89
1213,2022-10-20,19043.54
1214,2022-10-21,19166.4
1215,2022-10-22,19207.57
1216,2022-10-23,19572.6
1217,2022-10-24,19331.06
1218,2022-10-25,20087.18
1219,2022-10-26,20776.76
1220,2022-10-27,20295.28
1221,2022-10-28,20599.89
1222,2022-10-29,20820.19
1223,2022-10-30,20630.65
1224,2022-10-31,20492.56
1225,2022-11-01,20480.27
1226,2022-11-02,20150.33
1227,2022-11-03,20207.99
1228,2022-11-04,21150.6
1229,2022-11-05,21301.57
1230,2022-11-06,20910.59
1231,2022-11-07,20593.73
1232,2022-11-08,18544.7
1233,2022-11-09,15820.02
1234,2022-11-10,17559.67
1235,2022-11-11,17007.72
1236,2022-11-12,16773.9
1237,2022-11-13,16307.47
1238,2022-11-14,16592.04
1239,2022-11-15,16879.14
1240,2022-11-16,16648.05
1241,2022-11-17,16680.21
1242,2022-11-18,16677.95
1243,2022-11-19,16683.72
1244,2022-11-20,16253.6
1245,2022-11-21,15760.19
1246,2022-11-22,16198.25
1247,2022-11-23,16590.98
1248,2022-11-24,16588.46
1249,2022-11-25,16508.33
1250,2022-11-26,16451.53
1251,2022-11-27,16420.87
1252,2022-11-28,16207.01
1253,2022-11-29,16431.79
1254,2022-11-30,17162.35
1255,2022-12-01,16978.64
1256,2022-12-02,17094.49
1257,2022-12-03,16888.31
1258,2022-12-04,17111.76
1259,2022-12-05,16966.84
1260,2022-12-06,17086.52
1261,2022-12-07,16837.85
1262,2022-12-08,17226.02
1263,2022-12-09,17126.85
1264,2022-12-10,17129.19
1265,2022-12-11,17094.83
1266,2022-12-12,17208.66
1267,2022-12-13,17775.32
1268,2022-12-14,17801.37
1269,2022-12-15,17359.21
1270,2022-12-16,16658.44
1271,2022-12-17,16780.55
1272,2022-12-18,16742.74
1273,2022-12-19,16442.79
1274,2022-12-20,16901.12
1275,2022-12-21,16821.13
1276,2022-12-22,16816.01
1277,2022-12-23,16780.97
1278,2022-12-24,16837.16
1279,2022-12-25,16829.1
1280,2022-12-26,16916.07
1281,2022-12-27,16700.54
1282,2022-12-28,16540.47
1283,2022-12-29,16631.24
1284,2022-12-30,16599.47
1285,2022-12-31,16531.31
1286,2023-01-01,16613.87
1287,2023-01-02,16670.08
1288,2023-01-03,16670.16
1289,2023-01-04,16846.82
1290,2023-01-05,16825.87
1291,2023-01-06,16946.16
1292,2023-01-07,16942.73
1293,2023-01-08,17115.81
1294,2023-01-09,17179.03
1295,2023-01-10,17442.44
1296,2023-01-11,17938.0
1297,2023-01-12,18849.0
1298,2023-01-13,19932.05
1299,2023-01-14,20954.52
1300,2023-01-15,20878.94
1301,2023-01-16,21188.92
1302,2023-01-17,21136.12
1303,2023-01-18,20678.47
1304,2023-01-19,21082.28
1305,2023-01-20,22676.2
1306,2023-01-21,22789.92
1307,2023-01-22,22714.99
1308,2023-01-23,22917.47
1309,2023-01-24,22637.8
1310,2023-01-25,23066.28
1311,2023-01-26,23009.15
1312,2023-01-27,23077.75
1313,2023-01-28,23031.02
1314,2023-01-29,23747.26
1315,2023-01-30,22833.34
1316,2023-01-31,23129.7
1317,2023-02-01,23730.52
1318,2023-02-02,23470.8
1319,2023-02-03,23437.21
1320,2023-02-04,23332.1
1321,2023-02-05,22940.79
1322,2023-02-06,22761.44
1323,2023-02-07,23252.78
1324,2023-02-08,22961.13
1325,2023-02-09,21807.55
1326,2023-02-10,21634.86
1327,2023-02-11,21862.19
1328,2023-02-12,21790.14
1329,2023-02-13,21787.77
1330,2023-02-14,22208.56
1331,2023-02-15,24332.21
1332,2023-02-16,23533.22
1333,2023-02-17,24578.28
1334,2023-02-18,24638.27
1335,2023-02-19,24287.53
1336,2023-02-20,24838.09
1337,2023-02-21,24450.5
1338,2023-02-22,24186.92
1339,2023-02-23,23941.1
1340,2023-02-24,23189.78
1341,2023-02-25,23168.68
1342,2023-02-26,23557.29
1343,2023-02-27,23492.86
1344,2023-02-28,23137.23
1345,2023-03-01,23642.8
1346,2023-03-02,23467.23
1347,2023-03-03,22360.92
1348,2023-03-04,22353.23
1349,2023-03-05,22434.09
1350,2023-03-06,22410.79
1351,2023-03-07,22201.44
1352,2023-03-08,21704.74
1353,2023-03-09,20370.48
1354,2023-03-10,20206.71
1355,2023-03-11,20613.6
1356,2023-03-12,22183.71
1357,2023-03-13,24207.1
1358,2023-03-14,24757.56
1359,2023-03-15,24372.11
1360,2023-03-16,25049.83
1361,2023-03-17,27441.41
1362,2023-03-18,26973.46
1363,2023-03-19,28040.29
1364,2023-03-20,27807.05
1365,2023-03-21,28188.11
1366,2023-03-22,27316.18
1367,2023-03-23,28345.7
1368,2023-03-24,27493.01
1369,2023-03-25,27492.83
1370,2023-03-26,27995.16
1371,2023-03-27,27146.01
1372,2023-03-28,27266.08
1373,2023-03-29,28355.7
1374,2023-03-30,28040.71
1375,2023-03-31,28474.62
1376,2023-04-01,28468.49
1377,2023-04-02,28187.85
1378,2023-04-03,27809.04
1379,2023-04-04,28177.23
1380,2023-04-05,28180.06
1381,2023-04-06,28043.49
1382,2023-04-07,27927.8
1383,2023-04-08,27953.93
1384,2023-04-09,28340.68
1385,2023-04-10,29655.75
1386,2023-04-11,30226.45
1387,2023-04-12,29905.56
1388,2023-04-13,30407.76
1389,2023-04-14,30491.71
1390,2023-04-15,30321.55
1391,2023-04-16,30322.37
1392,2023-04-17,29446.34
1393,2023-04-18,30395.53
1394,2023-04-19,28821.91
1395,2023-04-20,28248.11
1396,2023-04-21,27261.17
1397,2023-04-22,27820.73
1398,2023-04-23,27596.85
1399,2023-04-24,27520.93
1400,2023-04-25,28308.07
1401,2023-04-26,28432.89
1402,2023-04-27,29483.94
1403,2023-04-28,29339.99
1404,2023-04-29,29251.2
1405,2023-04-30,29236.81
1406,2023-05-01,28086.77
1407,2023-05-02,28694.7
1408,2023-05-03,29041.65
1409,2023-05-04,28865.72
1410,2023-05-05,29548.51
1411,2023-05-06,28943.98
1412,2023-05-07,28572.81
1413,2023-05-08,27783.42
1414,2023-05-09,27680.21
1415,2023-05-10,27628.73
1416,2023-05-11,26991.62
1417,2023-05-12,26807.09
1418,2023-05-13,26788.88
1419,2023-05-14,26931.44
1420,2023-05-15,27176.27
1421,2023-05-16,27036.57
1422,2023-05-17,27406.21
1423,2023-05-18,26823.31
1424,2023-05-19,26888.42
1425,2023-05-20,27118.54
1426,2023-05-21,26755.17
1427,2023-05-22,26855.4
1428,2023-05-23,27224.7
1429,2023-05-24,26326.17
1430,2023-05-25,26480.21
1431,2023-05-26,26719.7
1432,2023-05-27,26872.59
1433,2023-05-28,28077.57
1434,2023-05-29,27746.07
1435,2023-05-30,27703.56
1436,2023-05-31,27220.17
1437,2023-06-01,26825.73
1438,2023-06-02,27251.14
1439,2023-06-03,27078.3
1440,2023-06-04,27125.24
1441,2023-06-05,25740.46
1442,2023-06-06,27269.02
1443,2023-06-07,26348.91
1444,2023-06-08,26509.09
1445,2023-06-09,26483.81
1446,2023-06-10,25856.18
1447,2023-06-11,25937.58
1448,2023-06-12,25905.64
1449,2023-06-13,25928.94
1450,2023-06-14,25125.73
1451,2023-06-15,25574.36
1452,2023-06-16,26330.59
1453,2023-06-17,26510.43
1454,2023-06-18,26338.0
1455,2023-06-19,26842.09
1456,2023-06-20,28319.35
1457,2023-06-21,30000.55
1458,2023-06-22,29892.81
1459,2023-06-23,30705.39
1460,2023-06-24,30548.2
1461,2023-06-25,30473.64
1462,2023-06-26,30271.91
1463,2023-06-27,30696.99
1464,2023-06-28,30078.9
1465,2023-06-29,30447.17
1466,2023-06-30,30471.06
1467,2023-07-01,30590.76
1468,2023-07-02,30617.66
1469,2023-07-03,31160.24
1470,2023-07-04,30774.39
1471,2023-07-05,30503.07
1472,2023-07-06,29907.98
1473,2023-07-07,30349.69
1474,2023-07-08,30294.36
1475,2023-07-09,30171.49
1476,2023-07-10,30421.04
1477,2023-07-11,30626.62
1478,2023-07-12,30385.22
1479,2023-07-13,31475.78
1480,2023-07-14,30331.09
1481,2023-07-15,30298.45
1482,2023-07-16,30248.17
1483,2023-07-17,30147.68
1484,2023-07-18,29863.79
1485,2023-07-19,29918.6
1486,2023-07-20,29809.61
1487,2023-07-21,29911.46
1488,2023-07-22,29791.61
1489,2023-07-23,30085.68
1490,2023-07-24,29181.04
1491,2023-07-25,29226.63
1492,2023-07-26,29352.06
1493,2023-07-27,29217.05
1494,2023-07-28,29316.82
1495,2023-07-29,29358.76
1496,2023-07-30,29283.34
1497,2023-07-31,29231.47
1498,2023-08-01,29699.74
1499,2023-08-02,29163.69
1500,2023-08-03,29177.75
1501,2023-08-04,29078.51
1502,2023-08-05,29050.34
1503,2023-08-06,29046.16
1504,2023-08-07,29182.16
1505,2023-08-08,29770.51
1506,2023-08-09,29566.47
1507,2023-08-10,29428.1
1508,2023-08-11,29403.56
1509,2023-08-12,29417.08
1510,2023-08-13,29281.55
1511,2023-08-14,29409.22
1512,2023-08-15,29171.23
1513,2023-08-16,28702.8
1514,2023-08-17,26629.67
1515,2023-08-18,26049.69
1516,2023-08-19,26095.8
1517,2023-08-20,26191.01
1518,2023-08-21,26126.18
1519,2023-08-22,26043.01
1520,2023-08-23,26429.4
1521,2023-08-24,26166.22
1522,2023-08-25,26051.29
1523,2023-08-26,26010.35
1524,2023-08-27,26091.32
1525,2023-08-28,26106.0
1526,2023-08-29,27724.41
1527,2023-08-30,27305.41
1528,2023-08-31,25937.29
1529,2023-09-01,25798.79
1530,2023-09-02,25868.56
1531,2023-09-03,25971.37
1532,2023-09-04,25816.24
1533,2023-09-05,25785.01
1534,2023-09-06,25751.71
1535,2023-09-07,26264.75
1536,2023-09-08,25907.13
1537,2023-09-09,25898.41
1538,2023-09-10,25833.67
1539,2023-09-11,25157.07
1540,2023-09-12,25840.34
1541,2023-09-13,26227.49
1542,2023-09-14,26533.66
1543,2023-09-15,26605.49
1544,2023-09-16,26569.13
1545,2023-09-17,26533.12
1546,2023-09-18,26767.82
1547,2023-09-19,27219.02
1548,2023-09-20,27126.4
1549,2023-09-21,26567.47
1550,2023-09-22,26583.16
1551,2023-09-23,26585.41
1552,2023-09-24,26261.44
1553,2023-09-25,26297.93
1554,2023-09-26,26212.59
1555,2023-09-27,26360.2
1556,2023-09-28,27027.2
1557,2023-09-29,26909.4
1558,2023-09-30,26964.27
1559,2023-10-01,27994.51
1560,2023-10-02,27507.22
1561,2023-10-03,27428.66
1562,2023-10-04,27789.8
1563,2023-10-05,27414.59
1564,2023-10-06,27946.61
1565,2023-10-07,27973.69
1566,2023-10-08,27933.57
1567,2023-10-09,27598.77
1568,2023-10-10,27395.4
1569,2023-10-11,26871.21
1570,2023-10-12,26756.23
1571,2023-10-13,26862.9
1572,2023-10-14,26854.52
1573,2023-10-15,27177.41
1574,2023-10-16,28518.37
1575,2023-10-17,28409.46
1576,2023-10-18,28328.07
1577,2023-10-19,28733.78
1578,2023-10-20,29684.37
1579,2023-10-21,29924.08
1580,2023-10-22,30001.44
1581,2023-10-23,33084.08
1582,2023-10-24,33923.52
1583,2023-10-25,34503.4
1584,2023-10-26,34157.06
1585,2023-10-27,33907.7
1586,2023-10-28,34090.05
1587,2023-10-29,34535.38
1588,2023-10-30,34494.56
1589,2023-10-31,34657.73
1590,2023-11-01,35439.76
1591,2023-11-02,34947.15
1592,2023-11-03,34732.28
1593,2023-11-04,35086.09
1594,2023-11-05,35039.47
1595,2023-11-06,35054.59
1596,2023-11-07,35421.85
1597,2023-11-08,35638.33
1598,2023-11-09,36704.14
1599,2023-11-10,37321.51
1600,2023-11-11,37142.22
1601,2023-11-12,37079.76
1602,2023-11-13,36482.51
1603,2023-11-14,35551.21
1604,2023-11-15,37884.19
1605,2023-11-16,36162.42
1606,2023-11-17,36626.32
1607,2023-11-18,36591.19
1608,2023-11-19,37388.64
1609,2023-11-20,37476.66
1610,2023-11-21,35758.72
1611,2023-11-22,37424.2
1612,2023-11-23,37299.18
1613,2023-11-24,37737.05
1614,2023-11-25,37801.92
1615,2023-11-26,37460.21
1616,2023-11-27,37246.29
1617,2023-11-28,37836.63
1618,2023-11-29,37861.9
1619,2023-11-30,37729.58
1620,2023-12-01,38699.84
1621,2023-12-02,39469.35
1622,2023-12-03,39980.93
1623,2023-12-04,41984.41
1624,2023-12-05,44089.06
1625,2023-12-06,43771.01
1626,2023-12-07,43285.02
1627,2023-12-08,44186.18
1628,2023-12-09,43723.0
1629,2023-12-10,43791.67
1630,2023-12-11,41235.58
1631,2023-12-12,41472.94
1632,2023-12-13,42887.55
1633,2023-12-14,43030.6
1634,2023-12-15,41939.16
1635,2023-12-16,42243.26
1636,2023-12-17,41349.42
1637,2023-12-18,42650.27
1638,2023-12-19,42268.08
1639,2023-12-20,43669.91
1640,2023-12-21,43875.01
1641,2023-12-22,44008.04
1642,2023-12-23,43732.75
1643,2023-12-24,43023.12
1644,2023-12-25,43593.79
1645,2023-12-26,42517.32
1646,2023-12-27,43469.34
1647,2023-12-28,42588.94
1648,2023-12-29,42073.59
1649,2023-12-30,42146.03
1650,2023-12-31,42280.14
1651,2024-01-01,44197.61
1652,2024-01-02,44970.34
1653,2024-01-03,42854.08
1654,2024-01-04,44194.38
1655,2024-01-05,44178.89
1656,2024-01-06,43988.33
1657,2024-01-07,43950.84
1658,2024-01-08,46988.14
1659,2024-01-09,46123.0
1660,2024-01-10,46667.48
1661,2024-01-11,46353.15
1662,2024-01-12,42776.42
1663,2024-01-13,42839.19
1664,2024-01-14,41704.39
1665,2024-01-15,42491.26
1666,2024-01-16,43130.88
1667,2024-01-17,42739.27
1668,2024-01-18,41286.68
1669,2024-01-19,41625.47
1670,2024-01-20,41677.08
1671,2024-01-21,41570.17
1672,2024-01-22,39523.63
1673,2024-01-23,39876.44
1674,2024-01-24,40078.62
1675,2024-01-25,39941.74
1676,2024-01-26,41816.55
1677,2024-01-27,42124.02
1678,2024-01-28,42028.92
1679,2024-01-29,43302.28
1680,2024-01-30,42943.64
1681,2024-01-31,42555.08
1682,2024-02-01,43073.2
1683,2024-02-02,43181.71
1684,2024-02-03,42999.52
1685,2024-02-04,42570.21
1686,2024-02-05,42664.56
1687,2024-02-06,43091.51
1688,2024-02-07,44339.04
1689,2024-02-08,45304.61
1690,2024-02-09,47154.23
1691,2024-02-10,47768.12
1692,2024-02-11,48311.16
1693,2024-02-12,49942.97
1694,2024-02-13,49733.11
1695,2024-02-14,51844.19
1696,2024-02-15,51934.57
1697,2024-02-16,52163.28
1698,2024-02-17,51668.78
1699,2024-02-18,52139.33
1700,2024-02-19,51781.22
1701,2024-02-20,52269.59
1702,2024-02-21,51854.36
1703,2024-02-22,51263.67
1704,2024-02-23,50744.07
1705,2024-02-24,51574.61
1706,2024-02-25,51727.63
1707,2024-02-26,54518.58
1708,2024-02-27,57071.6
1709,2024-02-28,62507.1
1710,2024-02-29,61179.58
1711,2024-03-01,62431.25
1712,2024-03-02,62038.39
1713,2024-03-03,63149.43
1714,2024-03-04,68338.64
1715,2024-03-05,63804.11
1716,2024-03-06,66115.57
1717,2024-03-07,66928.15
1718,2024-03-08,68269.39
1719,2024-03-09,68446.32
1720,2024-03-10,69023.53
1721,2024-03-11,72095.86
1722,2024-03-12,71449.5
1723,2024-03-13,73118.09
1724,2024-03-14,71366.96
1725,2024-03-15,69497.39
1726,2024-03-16,65260.55
1727,2024-03-17,68364.45
1728,2024-03-18,67609.44
1729,2024-03-19,61924.02
1730,2024-03-20,67857.3
1731,2024-03-21,65493.22
1732,2024-03-22,63816.99
1733,2024-03-23,64004.42
1734,2024-03-24,67208.33
1735,2024-03-25,69892.26
1736,2024-03-26,69990.22
1737,2024-03-27,69434.46
1738,2024-03-28,70789.57
1739,2024-03-29,69903.72
1740,2024-03-30,69629.99
1741,2024-03-31,71312.91
1742,2024-04-01,69686.37
1743,2024-04-02,65466.81
1744,2024-04-03,65986.11
1745,2024-04-04,68523.79
1746,2024-04-05,67860.53
1747,2024-04-06,68913.79
1748,2024-04-07,69357.32
1749,2024-04-08,71629.36
1750,2024-04-09,69129.48
1751,2024-04-10,70628.54
1752,2024-04-11,70026.43
1753,2024-04-12,67158.3
1754,2024-04-13,64021.36
1755,2024-04-14,65765.64
1756,2024-04-15,63447.27
1757,2024-04-16,63824.7
1758,2024-04-17,61283.74
1759,2024-04-18,63511.2
1760,2024-04-19,63848.26
1761,2024-04-20,64979.21
1762,2024-04-21,64955.82
1763,2024-04-22,66854.24
1764,2024-04-23,66415.06
1765,2024-04-24,64263.95
1766,2024-04-25,64488.49
1767,2024-04-26,63750.63
1768,2024-04-27,63434.44
1769,2024-04-28,63111.34
1770,2024-04-29,63847.54
1771,2024-04-30,60633.97
1772,2024-05-01,58277.44
1773,2024-05-02,59083.85
1774,2024-05-03,62917.45
1775,2024-05-04,63904.51
1776,2024-05-05,64037.5
1777,2024-05-06,63168.44
1778,2024-05-07,62323.36
1779,2024-05-08,61179.81
1780,2024-05-09,63077.18
1781,2024-05-10,60790.82
1782,2024-05-11,60823.19
1783,2024-05-12,61459.22
1784,2024-05-13,62932.29
1785,2024-05-14,61548.48
1786,2024-05-15,66245.16
1787,2024-05-16,65250.53
1788,2024-05-17,67051.35
1789,2024-05-18,66927.56
1790,2024-05-19,66268.25
1791,2024-05-20,71430.23
1792,2024-05-21,70141.17
1793,2024-05-22,69123.56
1794,2024-05-23,67946.35
1795,2024-05-24,68548.33
1796,2024-05-25,69288.95
1797,2024-05-26,68488.29
1798,2024-05-27,69386.83
1799,2024-05-28,68330.84
1800,2024-05-29,67576.81
1801,2024-05-30,68346.19
1802,2024-05-31,67482.25
1803,2024-06-01,67721.6
1804,2024-06-02,67738.74
1805,2024-06-03,68799.6
1806,2024-06-04,70548.51
1807,2024-06-05,71117.68
1808,2024-06-06,70772.35
1809,2024-06-07,69330.51
1810,2024-06-08,69303.58
1811,2024-06-09,69639.42
1812,2024-06-10,69505.57
1813,2024-06-11,67319.41
1814,2024-06-12,68247.0
1815,2024-06-13,66742.54
1816,2024-06-14,66006.13
1817,2024-06-15,66188.81
1818,2024-06-16,66631.59
1819,2024-06-17,66481.73
1820,2024-06-18,65158.02
1821,2024-06-19,64950.82
1822,2024-06-20,64847.89
1823,2024-06-21,64119.34
1824,2024-06-22,64250.18
1825,2024-06-23,63181.02
1826,2024-06-24,60270.95
1827,2024-06-25,61796.56
1828,2024-06-26,60824.43
1829,2024-06-27,61630.1
1830,2024-06-28,60324.3
1831,2024-06-29,60905.3
1832,2024-06-30,62685.88
1833,2024-07-01,62841.27
1834,2024-07-02,62044.48
1835,2024-07-03,60157.2
1836,2024-07-04,57041.11
1837,2024-07-05,56646.24
1838,2024-07-06,58255.65
1839,2024-07-07,55866.6
1840,2024-07-08,56709.76
1841,2024-07-09,58047.2
1842,2024-07-10,57725.78
1843,2024-07-11,57348.75
1844,2024-07-12,57913.68
1845,2024-07-13,59231.06
1846,2024-07-14,60818.77
1847,2024-07-15,64765.55
1848,2024-07-16,65087.61
1849,2024-07-17,64096.64
1850,2024-07-18,63981.43
1851,2024-07-19,66708.49
1852,2024-07-20,67163.86
1853,2024-07-21,68176.98
1854,2024-07-22,67567.71
1855,2024-07-23,65939.83
1856,2024-07-24,65375.53
1857,2024-07-25,65794.0
1858,2024-07-26,67925.17
1859,2024-07-27,67904.55
1860,2024-07-28,68252.75
1861,2024-07-29,66782.78
1862,2024-07-30,66180.04
1863,2024-07-31,64617.83
1864,2024-08-01,65300.21
1865,2024-08-02,61422.3
1866,2024-08-03,60679.28
1867,2024-08-04,58135.89
1868,2024-08-05,54031.82
1869,2024-08-06,56057.67
1870,2024-08-07,55130.45
1871,2024-08-08,61708.53
1872,2024-08-09,60868.88
1873,2024-08-10,60940.82
1874,2024-08-11,58725.0
1875,2024-08-12,59360.89
1876,2024-08-13,60609.73
1877,2024-08-14,58698.05
1878,2024-08-15,57552.92
1879,2024-08-16,58893.67
1880,2024-08-17,59497.94
1881,2024-08-18,58439.22
1882,2024-08-19,59464.41
1883,2024-08-20,59027.55
1884,2024-08-21,61170.8
1885,2024-08-22,60387.29
1886,2024-08-23,64087.8
1887,2024-08-24,64180.77
1888,2024-08-25,64264.62
1889,2024-08-26,62850.27
1890,2024-08-27,59441.73
1891,2024-08-28,59043.5
1892,2024-08-29,59369.85
1893,2024-08-30,59129.05
1894,2024-08-31,58989.17
1895,2024-09-01,57313.44
1896,2024-09-02,59147.8
1897,2024-09-03,57481.84
1898,2024-09-04,57975.52
1899,2024-09-05,56167.4
1900,2024-09-06,53954.33
1901,2024-09-07,54167.82
1902,2024-09-08,54879.33
1903,2024-09-09,57056.31
1904,2024-09-10,57642.43
1905,2024-09-11,57354.27
1906,2024-09-12,58140.61
1907,2024-09-13,60548.12
1908,2024-09-14,60013.26
1909,2024-09-15,59139.21
1910,2024-09-16,58210.01
1911,2024-09-17,60321.59
1912,2024-09-18,61775.68
1913,2024-09-19,62963.41
1914,2024-09-20,63211.47
1915,2024-09-21,63363.17
1916,2024-09-22,63587.45
1917,2024-09-23,63341.97
1918,2024-09-24,64276.65
1919,2024-09-25,63144.83
1920,2024-09-26,65183.68
1921,2024-09-27,65790.28
1922,2024-09-28,65868.67
1923,2024-09-29,65611.98
1924,2024-09-30,63314.81
1925,2024-10-01,60790.06
1926,2024-10-02,60641.8
1927,2024-10-03,60746.35
1928,2024-10-04,62094.06
1929,2024-10-05,62059.19
1930,2024-10-06,62821.76
